Qualification_Measurement,Lot,Wafer,Measurement,Temperature_C,Pressure_Torr,TMA_Pulse_s,H2O_Pulse_s,Purge_s,GPC_nm_per_cycle,Film_Thickness_nm,Thickness_Uniformity_1sigma_%,Film_Stress_MPa,Film_Density_g_cm3,Surface_Roughness_nm_RMS,Defect_Density_per_cm2,Cycle_Time_s,Throughput_cycles_per_hour,Thickness_Deviation_%,Thickness_OK,GPC_OK,Uniformity_OK,Stress_OK,Density_OK,Roughness_OK,Defectivity_OK,Qualification_OK
90,2,8,5,200.0359725618061,0.9922541057868537,1.0028908280234201,1.007961095251649,5.015578550882725,0.10098322913980504,10.0910002784266,0.9919751722136787,50.47973675475558,2.997645936060678,0.19248733817208996,4.9994254587136515,12.04200902504052,298.95343812764554,0.9100027842660018,True,True,True,True,True,True,True,True
91,2,9,1,200.0359725618061,0.9922541057868537,1.0028908280234201,1.007961095251649,5.015578550882725,0.10101673987323674,10.086574472802715,1.0615428678998153,51.173491946865575,2.9952154218880134,0.19771734695563412,4.988822806673131,12.04200902504052,298.95343812764554,0.8657447280271491,True,True,True,True,True,True,True,True
92,2,9,2,200.0359725618061,0.9922541057868537,1.0028908280234201,1.007961095251649,5.015578550882725,0.10066633810287125,10.060351717281574,1.002130762660993,50.56540142071537,2.994662948048074,0.1948525265665664,5.16033903752397,12.04200902504052,298.95343812764554,0.6035171728157351,True,True,True,True,True,True,True,True
93,2,9,3,200.0359725618061,0.9922541057868537,1.0028908280234201,1.007961095251649,5.015578550882725,0.10060578997726942,10.116573705228516,1.0243786166177011,50.156256252867934,2.995778064817364,0.19402382600509407,5.053512958943948,12.04200902504052,298.95343812764554,1.165737052285163,True,True,True,True,True,True,True,True
94,2,9,4,200.0359725618061,0.9922541057868537,1.0028908280234201,1.007961095251649,5.015578550882725,0.100629379717894,10.060898522482773,1.0283681809842657,49.93607823943091,2.995428186139445,0.19393629861738793,4.9783112966846295,12.04200902504052,298.95343812764554,0.6089852248277339,True,True,True,True,True,True,True,True
95,2,9,5,200.0359725618061,0.9922541057868537,1.0028908280234201,1.007961095251649,5.015578550882725,0.10061139767420305,10.062413507637054,1.0260475144877816,51.331201224797034,2.9984682732763384,0.19254697602554685,5.072153427777754,12.04200902504052,298.95343812764554,0.6241350763705356,True,True,True,True,True,True,True,True
96,2,10,1,200.0359725618061,0.9922541057868537,1.0028908280234201,1.007961095251649,5.015578550882725,0.10062908431290471,10.062595998285627,0.9729124554040259,51.92650146355585,2.993396699216531,0.19501114862423105,5.060386647454485,12.04200902504052,298.95343812764554,0.6259599828562656,True,True,True,True,True,True,True,True
97,2,10,2,200.0359725618061,0.9922541057868537,1.0028908280234201,1.007961095251649,5.015578550882725,0.10065843207342524,10.047884152703416,1.0253530436352452,51.68090888469849,2.9951432457476366,0.19644150759605114,4.732644772782572,12.04200902504052,298.95343812764554,0.47884152703415955,True,True,True,True,True,True,True,True
98,2,10,3,200.0359725618061,0.9922541057868537,1.0028908280234201,1.007961095251649,5.015578550882725,0.1006018152681351,10.072344778812688,1.007115957696226,49.44474360105036,2.9942473810496573,0.19563245467340556,4.964457052052418,12.04200902504052,298.95343812764554,0.723447788126883,True,True,True,True,True,True,True,True
99,2,10,4,200.0359725618061,0.9922541057868537,1.0028908280234201,1.007961095251649,5.015578550882725,0.1007186770116944,10.080804492353744,0.9995447631436054,49.56943610610402,2.997779701345525,0.19852212807983058,5.000929139284529,12.04200902504052,298.95343812764554,0.808044923537441,True,True,True,True,True,True,True,True
100,2,10,5,200.0359725618061,0.9922541057868537,1.0028908280234201,1.007961095251649,5.015578550882725,0.10073981362211845,10.088487185982315,1.0745014776797759,51.17465186571947,2.9960672422895507,0.19202310268302258,4.862894288416561,12.04200902504052,298.95343812764554,0.8848718598231464,True,True,True,True,True,True,True,True
101,3,1,1,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10082710274696217,10.105245488193786,0.9839116764827349,53.395339776757815,3.0085027732867515,0.195208153583978,4.929921527081017,12.005827795835256,299.85437582644795,1.0524548819378587,True,True,True,True,True,True,True,True
102,3,1,2,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10068673450681279,10.076806077490648,0.9677988209520971,51.52868843259005,3.0103965725937907,0.2016913394399074,4.76758321448267,12.005827795835256,299.85437582644795,0.7680607749064805,True,True,True,True,True,True,True,True
103,3,1,3,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10085603991541936,10.074918669219871,0.994395758836796,53.92406444566834,3.009372132371101,0.1990692976164628,4.561462423792894,12.005827795835256,299.85437582644795,0.7491866921987089,True,True,True,True,True,True,True,True
104,3,1,4,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10033210692979455,10.03242063190911,0.9859408719910316,52.706899726165744,3.0115370147242126,0.19900033480701895,4.8603777128094166,12.005827795835256,299.85437582644795,0.3242063190911004,True,True,True,True,True,True,True,True
105,3,1,5,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10076384765893359,10.1032503637317,0.9640151718780231,51.66197138024665,3.0087462531623155,0.1954589705319268,4.555771087596701,12.005827795835256,299.85437582644795,1.0325036373169993,True,True,True,True,True,True,True,True
106,3,2,1,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10076912549225307,10.111583380387675,0.9543958196062743,51.77558136137466,3.0145468634178023,0.196948444934842,4.872120576803931,12.005827795835256,299.85437582644795,1.1158338038767468,True,True,True,True,True,True,True,True
107,3,2,2,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10079921056639275,10.081487679286594,0.9696311314194164,53.10788401505058,3.010704212865556,0.1959605423627001,4.673191894568509,12.005827795835256,299.85437582644795,0.8148767928659418,True,True,True,True,True,True,True,True
108,3,2,3,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10066516526417481,10.040868460531296,0.9572910534096565,54.271567226621094,3.009727439932447,0.20357810881305363,4.95666528866319,12.005827795835256,299.85437582644795,0.40868460531296336,True,True,True,True,True,True,True,True
109,3,2,4,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10094294113081485,10.107181396541895,0.928310251897794,52.59030024542972,3.008300604182885,0.1953835342394565,5.080046513323208,12.005827795835256,299.85437582644795,1.0718139654189507,True,True,True,True,True,True,True,True
110,3,2,5,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10058579953442236,10.03498477254592,0.9709057571586013,52.693243259004525,3.01233169783282,0.200785835890835,4.6783336607396935,12.005827795835256,299.85437582644795,0.3498477254592025,True,True,True,True,True,True,True,True
111,3,3,1,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10039648390897939,10.001173013699908,1.0046234235465878,54.580868822878976,3.0102455243017774,0.19668311578449155,4.802715111004187,12.005827795835256,299.85437582644795,0.011730136999084095,True,True,True,True,True,True,True,True
112,3,3,2,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10054218136950321,10.045666463996609,0.9764053656597665,53.12092095790713,3.012892878624216,0.19636176727608792,4.93923913947593,12.005827795835256,299.85437582644795,0.456664639966089,True,True,True,True,True,True,True,True
113,3,3,3,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10034347594630227,10.01977253634115,1.0018484018906335,51.72386744572485,3.0082597965825095,0.1942073808554664,4.80193868061189,12.005827795835256,299.85437582644795,0.19772536341150726,True,True,True,True,True,True,True,True
114,3,3,4,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10078961055963183,10.077347856794237,1.0079866119845897,53.39213199260486,3.011537076997477,0.20153538972886959,4.7889829216402315,12.005827795835256,299.85437582644795,0.7734785679423695,True,True,True,True,True,True,True,True
115,3,3,5,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.09998398158029033,10.013301510899982,0.9696031238419008,54.23641359368878,3.013904466382015,0.19791678392439238,4.742662474723528,12.005827795835256,299.85437582644795,0.13301510899982105,True,True,True,True,True,True,True,True
116,3,4,1,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10107896160506537,10.11482017841226,1.024739313617281,52.51248631374435,3.0093954475161,0.2006115077578933,4.826971392663196,12.005827795835256,299.85437582644795,1.1482017841226089,True,True,True,True,True,True,True,True
117,3,4,2,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.1006201100986316,10.106351447723602,0.970743458210445,52.580765239227354,3.0111200100129776,0.19554556629870193,4.8112835497495885,12.005827795835256,299.85437582644795,1.0635144772360228,True,True,True,True,True,True,True,True
118,3,4,3,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.1006426390399543,10.070508457616173,0.9675379657163576,50.91984223005084,3.011340586501133,0.2079999969924732,4.844015491850561,12.005827795835256,299.85437582644795,0.7050845761617275,True,True,True,True,True,True,True,True
119,3,4,4,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.1006276773253688,10.068488800633524,0.9961627391132719,54.01457585097899,3.0108919206143576,0.2003973551928134,4.816308234423016,12.005827795835256,299.85437582644795,0.6848880063352425,True,True,True,True,True,True,True,True
120,3,4,5,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10041907050318735,10.068966507174691,0.9712529491531804,52.98696264455382,3.0151718914961188,0.19848053605771865,4.599594338119261,12.005827795835256,299.85437582644795,0.6896650717469122,True,True,True,True,True,True,True,True
121,3,5,1,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10088300901927956,10.057703535513628,0.9519063871941994,53.512454742245865,3.009797749243087,0.19745059012048924,4.777634054014986,12.005827795835256,299.85437582644795,0.5770353551362817,True,True,True,True,True,True,True,True
122,3,5,2,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10098968865043696,10.091466645423587,0.9894097069515057,51.89772437558435,3.0138902014350974,0.20008564155826422,4.956225035198053,12.005827795835256,299.85437582644795,0.9146664542358707,True,True,True,True,True,True,True,True
123,3,5,3,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.1006119817452463,10.066031395473514,1.0056851963606255,52.836286513032164,3.008937393038667,0.197455319272309,4.705143747788535,12.005827795835256,299.85437582644795,0.6603139547351411,True,True,True,True,True,True,True,True
124,3,5,4,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10068030500621879,10.030490444119888,0.9783395932428668,53.39739124478051,3.013102643513601,0.1995958739609984,4.8636554884028556,12.005827795835256,299.85437582644795,0.30490444119887883,True,True,True,True,True,True,True,True
125,3,5,5,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10086674560703719,10.100438240701084,0.9931091305620672,52.002193324610154,3.0098182089324883,0.19303488095787377,4.928649373273962,12.005827795835256,299.85437582644795,1.0043824070108442,True,True,True,True,True,True,True,True
126,3,6,1,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10087422711509128,10.12707924606662,0.9371242747398649,54.201543200566924,3.0096210332767397,0.19215467527165297,4.979730240287915,12.005827795835256,299.85437582644795,1.2707924606661969,True,True,True,True,True,True,True,True
127,3,6,2,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10066904730910975,10.023883461704122,0.9324975698926711,52.14150452100443,3.007903278656657,0.19689467161186922,5.202126888824748,12.005827795835256,299.85437582644795,0.238834617041217,True,True,True,True,True,True,True,True
128,3,6,3,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10118339736329443,10.083668062811581,0.9767537593472537,52.62038289087066,3.0072221402098767,0.19318717311050457,4.698073197870275,12.005827795835256,299.85437582644795,0.8366806281158111,True,True,True,True,True,True,True,True
129,3,6,4,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10026264239444892,10.048777471001532,0.9385495145934497,52.2259160500767,3.013656948416933,0.19544046563575165,4.856115351674329,12.005827795835256,299.85437582644795,0.48777471001532297,True,True,True,True,True,True,True,True
130,3,6,5,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10060686748252509,10.058606192243396,0.9791073946888785,51.77549345017883,3.0147691053868515,0.19247110848341567,4.886381973501073,12.005827795835256,299.85437582644795,0.5860619224339558,True,True,True,True,True,True,True,True
131,3,7,1,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10049665282851726,10.065827569736488,0.9823703679502646,52.26619702215612,3.0079900557070407,0.20021512759252388,4.701398391109212,12.005827795835256,299.85437582644795,0.6582756973648785,True,True,True,True,True,True,True,True
132,3,7,2,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10021288771608867,9.996944024901145,0.9794028286940044,52.00018783107836,3.014104554059278,0.19707552429864078,4.739951020713977,12.005827795835256,299.85437582644795,-0.03055975098854802,True,True,True,True,True,True,True,True
133,3,7,3,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10068106280609913,10.072556695188634,0.978737719343888,54.06940078135238,3.0096228175777506,0.19726892084874167,4.844635944748672,12.005827795835256,299.85437582644795,0.7255669518863428,True,True,True,True,True,True,True,True
134,3,7,4,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10076843880148553,10.05195694690774,0.9362518381931519,50.50115754723866,3.0134337885120157,0.19125564805856535,4.889399515037788,12.005827795835256,299.85437582644795,0.5195694690774033,True,True,True,True,True,True,True,True
135,3,7,5,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10069405755466275,10.071243193656596,0.9532330602070677,54.09254422660673,3.0106085352489194,0.19154201094697013,4.840643006564756,12.005827795835256,299.85437582644795,0.7124319365659559,True,True,True,True,True,True,True,True
136,3,8,1,200.1352289505788,0.9950877740152179,0.9964491342896926,1.0056004144303312,5.001889123557616,0.10072928020266811,10.063136508554035,1.0005612102535346,53.32450330312393,3.011831398104344,0.19216155532801374,5.045596065722385,12.005827795835256,299.85437582644795,0.6313650855403452,True,True,True,True,True,True,True,True
